 ,ID,Label
171,1237890948614385664,1
172,1481415641852784641,1
173,1452423373255028736,1
174,1256372338066587651,1
175,1398789536763756544,0
176,1328125225490374656,0
177,1213973077756956673,1
178,1383569944122597384,0
179,1311818154385928192,0
180,1468367711860310018,0
181,1271230028152520704,1
182,1361465278509506561,0
183,1443727334478077955,1
184,1225931937660968960,0
185,1443727276160401411,1
186,1228830999414525958,0
187,1490474371365818368,1
188,1496997449109368839,1
189,1226293305568264193,1
190,1219409251925250048,0
191,1257822009150656513,1
192,1439740446817796097,1
193,1250936909024710656,0
194,1403139722164137984,1
195,1248400272386183169,1
196,1277391310144618496,1
197,1292610543455535104,1
198,1414734754507747331,1
199,1238615748018397185,1
200,1467282550137790466,0
201,1253111148133715968,0
202,1460759537191985155,0
203,1481052397581606913,0
204,1500259788235620352,1
205,1415461094785568774,0
206,1338272457740967936,1
207,1289712121333166081,1
208,1469819220527620096,1
209,1340445479952211969,1
210,1474166232165363719,1
211,1277391323033751552,0
212,1410025255230377987,0
213,1393354562661240835,1
214,1246225902083674123,0
215,1397341117302153217,0
216,1255285619087024128,0
217,1331024635559723009,0
218,1420896829219254274,1
219,1326675466397347840,0
220,1364726633505112069,0
221,1467644954591776780,0
222,1287175626768527361,0
223,1498085286194073605,1
224,1226293641641103360,1
225,1452062249489678336,0
226,1399878423800168448,0
227,1290799488291004417,1
228,1304932794540453890,0
229,1502071671473250308,0
230,1427419631489363972,1
231,1249849831884869632,1
232,1465107114062487554,0
233,1485400626745982979,1
234,1264345225851527169,1
235,1234267028669644800,1
236,1397703800568352772,1
237,1379222027635150849,0
238,1374510520733081604,1
239,1295510657438285830,1
240,1276666529573212161,1
241,1397341605808459776,1
242,1214335744950575106,0
243,1390456112655257600,0
244,1258546265652002816,1
245,1473805123784638464,1
246,1335735754316795904,1
247,1470181368017653762,1
248,1246588210370818050,0
249,1333198930000060417,0
250,1427057096768593924,1
251,1250574593556918272,1
252,1241514867820986368,0
253,1409300471274106882,1
254,1329212751848333313,1
255,1482865078722564097,0
256,1447713560151433216,0
257,1344433032485330944,1
258,1418722249255788548,0
259,1394080180973539329,1
260,1365451520238628865,0
261,1245863530475085830,0
262,1342258739198496770,1
263,1247312764063842304,1
264,1452061818415894533,0
265,1288986443407396864,1
266,1229556115559632896,0
267,1462932427802882048,1
268,1418358519775039493,0
269,1263620541304299520,0
270,1366176008211161089,0
271,1245501121784930304,1
272,1339359613817372673,0
273,1300946312410681346,0
274,1395890471348707333,1
275,1273767442620317698,0
276,1267969227878797316,0
277,1223033073736015872,1
278,1323776805870968834,0
279,1305294006696292353,0
280,1410386897994670081,0
281,1450250278557691905,1
282,1288987534643650560,0
283,1227017720056573952,1
284,1361827587866189825,0
285,1233180002688086016,1
286,1473805476387241984,1
287,1326313030695743489,0
288,1296597809416765443,1
289,1236078789937057796,0
290,1298409398163955712,1
291,1463296099905687558,1
292,1281376444216639488,0
293,1253836107982278657,1
294,1233179981246795776,1
295,1431768242834444288,1
296,1428869315550453765,1
297,1244414008247177216,0
298,1242602015877890050,0
299,1252023759302606848,0
300,1473442657296805891,1
301,1287175642119909376,0
302,1250212125890527232,0
303,1275941746875064320,0
304,1436117141112098818,1
305,1433217884554211332,1
306,1414373627034849280,1
307,1450249472533954567,1
308,1253110527888445442,0
309,1371611333586604035,0
310,1408938051296976904,1
311,1344794498396778496,0
312,1356754248172670978,1
313,1483227504605335553,0
314,1449887524902551560,0
315,1308194044200312832,1
316,1273404914803175424,1
317,1239339658728935425,1
318,1299496950899843078,1
319,1380671837105967104,0
320,1365451174447435777,0
321,1278840752840245248,1
322,1213248668725370881,0
323,1283551811429900289,0
324,1371974490167644161,0
325,1336098109198364673,0
326,1465832323333697541,1
327,1425970113220538369,0
328,1243326793425342467,0
329,1233179958157033472,0
330,1463656799308066820,0
331,1420894981057810447,0
332,1436841859674955778,1
333,1273767260759511047,0
334,1320514519249158145,0
335,1251298672727506944,0
336,1357478787265540098,0
337,1254560789463252992,0
338,1297684892919242756,1
339,1216872550967410693,0
340,1243689194293276678,0
341,1214698093100318720,1
342,1238615763046371329,0
343,1335735640231710720,1
344,1304207710221672448,0
345,1212523673787260930,0
346,1413285684807356416,1
347,1297322518856871936,0
348,1320877538038718466,0
349,1232092559935262720,0
350,1464745000013635592,0
351,1364726783539634177,0
352,1406038311790120960,0
353,1253110249227239437,1
354,1280652688254996482,1
355,1238978207363325955,1
356,1225207449868619776,1
357,1316528919634419717,1
358,1231005465145774080,1
359,1271228906436268040,1
360,1363277198707335172,1
361,1333198984157016067,0
362,1374510732797079555,0
363,1321602599053938689,1
364,1267969040678621185,0
365,1310006150297944065,0
366,1253835839307542530,1
367,1255285394221957121,1
368,1385020146901733376,1
369,1360378125981519874,1
370,1329575141546872833,1
371,1249487090385137667,0
372,1235354076981821441,0
373,1279926184462159872,0
374,1382483740287397888,1
375,1454236554529026052,0
376,1431043686184497156,0
377,1404226968393072645,0
378,1340446781948260353,0
379,1241514759914217472,1
380,1293336251697893379,1
381,1248762677826072576,1
382,1256371552372867073,1
383,1335735599169474561,1
384,1453874154084708356,0
385,1228831190183886848,1
386,1397704030822952960,1
387,1266157164638306304,0
388,1225207237616033793,0
389,1255647400514990080,0
390,1451699406403784706,1
391,1279565187020963846,0
392,1274129602554839045,1
393,1257822047239094274,1
394,1356029457656496128,0
395,1446626455794880515,0
396,1380309087032860674,1
397,1386107545652236294,0
398,1298409759788408832,1
399,1338272432600322049,0
400,1411837219023826944,0
401,1345157835643039746,0
402,1321964990174318592,0
403,1309643766802849792,0
404,1297322620447268864,1
405,1248399863877758983,1
406,1398791190535884800,1
407,1432854846609281028,1
408,1383570877401337872,1
409,1339359591159767044,0
410,1501346927958450187,1
411,1342983009088241666,1
412,1465469811559968773,0
413,1262895644764758018,1
414,1494099072550064130,1
415,1240790031301828608,1
416,1358928230791659523,0
417,1241152273302073344,1
418,1253110031240830978,1
419,1279203181541699585,0
420,1419446994762977282,0
421,1287899480247894016,1
422,1468730857493958656,0
423,1435391384505176065,0
424,1422346399572664332,1
425,1270141435073966083,1
426,1265794577631531010,0
427,1475255024821354511,1
428,1387194745567387648,0
429,1328850309565849600,0
430,1215785048403857408,0
431,1490837418093658114,1
432,1491924843192897537,0
433,1471268240106078212,1
434,1338272178446471177,1
435,1370524952181489664,1
436,1378859327616905223,0
437,1376685223170170881,1
438,1303845586127458305,0
439,1237166002003218432,1
440,1290437084105170944,1
441,1470906403703324674,1
442,1226656995060715520,1
443,1346607348790382593,1
444,1260721354908860420,1
445,1247675447535636492,0
446,1226293572397412355,0
447,1344794909841256448,0
448,1471631193363791873,1
449,1333198929937248256,1
450,1244051093828653057,1
451,1467644952926691328,0
452,1326313339228626944,0
453,1289712420340948992,0
454,1473080023145975815,1
455,1233179399790395393,1
456,1489749364566228992,0
457,1214698128361713664,0
458,1344069555908448260,1
459,1365813908448174083,0
460,1382121335330119683,1
461,1481053002718978051,1
462,1258546859703848960,0
463,1270505600649007104,1
464,1324501711491387394,0
465,1232092451701239808,1
466,1281376668570066949,1
467,1359651507327631366,1
468,1266519616207106048,0
469,1287174853603336193,1
470,1466195139039305728,0
471,1405314096891846660,0
472,1252748946923012103,0
473,1382483716962885636,1
474,1273767447041060867,0
475,1497723148984360967,1
476,1285363858161442816,0
477,1288262768173428737,1
478,1470905359837581320,0
479,1431043481858838530,0
480,1500984535957319683,0
481,1277753682147377152,1
482,1479241258556137472,0
483,1404227053554212865,0
484,1263982935205728256,0
485,1224120194550960139,1
486,1350593441332252674,0
487,1264707648236249088,1
488,1263982866293194753,1
489,1448800660321935361,1
490,1319428285235941376,0
491,1450612681296138244,0
492,1307469468042440705,1
493,1258184709500284928,0
494,1328487962900836353,1
495,1298046880321097731,0
496,1344795362272419840,1
497,1299496709458886657,0
498,1354942230734262276,0
499,1388644276670717955,0
500,1239340070022320129,0
501,1238615788585656322,1
502,1333923685443440649,0
503,1325226408419975170,1
504,1392630284722614273,1
505,1471993559909810181,1
506,1263620553837023238,1
507,1277391309313937408,1
508,1297684548566896641,0
509,1379947088792936448,0
510,1495548626990424065,1
511,1322688578636423168,0
512,1312905002856468480,1
513,1335373336109600768,0
514,1242601786378039296,0
515,1238615769417744384,0
516,1252748937087397890,0
517,1367988194806009857,1
518,1361464891224301568,0
519,1260357656646057985,1
520,1424520431906742274,0
521,1376685531455709184,0
522,1333198831614386176,0
523,1328487962364043264,0
524,1347694267037220864,1
525,1226657006548930560,1
526,1224482411402219520,1
527,1432854333507444741,0
528,1283913743462813701,0
529,1479965013423054851,1
530,1225569694112940033,1
531,1242602000572964868,1
532,1323776542623862785,1
533,1304208003411980294,1
534,1392630389517299712,1
535,1378497157834141696,1
536,1324501720819531779,1
537,1492649651664789504,0
538,1256009734676721668,0
539,1335372504387432458,1
540,1317253263104888832,0
541,1274492091297673216,0
542,1264344778541596674,0
543,1476704009138454529,0
544,1337909773426102277,1
545,1433217840862175234,0
546,1233178987922444289,0
547,1386107686119432194,0
548,1228831275626033152,0
549,1265068915404627968,0
550,1434305152547127300,0
551,1493373861173288963,1
552,1445176873324064773,1
553,1464020979563347972,1
554,1342621036798386176,0
555,1276304114473820162,1
556,1275577998645886976,0
557,1381758872617156614,0
558,1495548802182393857,1
559,1336822474546294786,0
560,1462209047529091073,0
561,1458947595016065037,0
562,1236803830647382016,0
563,1465470284115464201,0
564,1486851231108984833,1
565,1258908993168322560,0
566,1258547103103475712,1
567,1425970161832579072,1
568,1278478433723375616,0
569,1458946106084233226,1
570,1393355085866995719,1
571,1416910317519581184,0
572,1320515107240120320,1
573,1244051579952599040,1
574,1229193428900237312,0
575,1290799575125708801,0
576,1426694995491364868,0
577,1214698073022177280,1
578,1483952397848297474,1
579,1415823186499801089,1
580,1496273567616491525,0
581,1279927931062480897,0
582,1331024642757201920,0
583,1398064291924828169,0
584,1406036637356806146,0
585,1469455371081109506,1
586,1405676583881383938,1
587,1265069070921150464,1
588,1381034020679659525,0
589,1303120815521701888,0
590,1440101924783624196,1
591,1213610880975462400,0
592,1333198048734932994,0
593,1283912869831213056,1
594,1242964462539116544,0
595,1392992645367091200,0
596,1436117168261894147,1
597,1448436383148908548,0
598,1225569395386257409,1
599,1246588197511090177,1
600,1408213318150635520,1
601,1431767453122531333,0
602,1330662051472171008,0
603,1340084359240577026,0
604,1356754178874441728,1
605,1500983821243662336,0
606,1403502225146748930,1
607,1427781983602630663,1
608,1386830925095444481,1
609,1320152680048873478,1
610,1331386842302865411,1
611,1298409028423385089,1
612,1465470354122551300,0
613,1473079449918730240,0
614,1366538593506844672,0
615,1372699033504989184,0
616,1279203064696750080,0
617,1307830816957898752,0
618,1283914207344427009,1
619,1449525026332585986,0
620,1317253302438883328,0
621,1496273277706252289,0
622,1476341650964295682,0
623,1341896158927577089,0
624,1418722287616942082,0
625,1304570310214197248,0
626,1251299113620160512,1
627,1471268777946148868,1
628,1446625132114550787,0
629,1404589174796210178,1
630,1431404231240601607,0
631,1462209071470284803,1
632,1236802407620886528,0
633,1306019951925489665,1
634,1477428183398035458,1
635,1416185789763948546,1
636,1273404895899594754,1
637,1473080688937213955,0
638,1455323656448524291,0
639,1375235971592019968,1
640,1458947434776834049,0
641,1354942272379490313,0
642,1275941613663969280,1
643,1365813943952957442,0
644,1241152253307863040,1
645,1261083646615629824,0
646,1328849495552045056,0
647,1250212151962275842,1
648,1484676806816927744,1
649,1428144642730692615,0
650,1395167306486067201,0
651,1318341100998971395,0
652,1422346403250991104,0
653,1442276335385079810,1
654,1439740968090030090,0
655,1461846601002016771,1
656,1448438035830517760,0
657,1435754816391819268,1
658,1333561190694457344,0
659,1287899267110260737,1
660,1297322506832031744,1
661,1252023600766431234,0
662,1263982926925934593,1
663,1265793726951182336,1
664,1287175763515658241,1
665,1304931753853886464,0
666,1410025190399123457,1
667,1470544032421924869,1
668,1264345272202780676,1
669,1234267167400628224,0
670,1447350943809478658,0
671,1465470627654123520,1
672,1447350970690805760,0
673,1376323181556994052,0
674,1486850115352633349,0
675,1436841559572496386,0
676,1345518753241587713,0
677,1213611011791622150,1
678,1252748517526900737,0
679,1305657242918637568,1
680,1479603716965687298,0
681,1233904369382416384,0
682,1413285576552423425,1
683,1425245526224691201,1
684,1417997419585937409,1
685,1374148710955941892,1
686,1498810229483520005,1
687,1244413764792877061,0
688,1286813101015228416,0
689,1262170843184054275,0
690,1426332633529782274,1
691,1240065293118029829,1
692,1415821688617504769,0
693,1262895219986530314,0
694,1337185320253571072,0
695,1231367999669592065,0
696,1333561295698862083,1
697,1240789963223883779,0
698,1283551725987573762,0
699,1329575176875380737,1
700,1240065373074075648,1
701,1469094436755984392,0
702,1.36002E+18,0
703,1477065731791597569,1
704,1249486380742443017,1
705,1337910098853834755,0
706,1362552189328134144,1
707,1287900493864476673,1
708,1465470275764555777,0
709,1320515373737783297,0
710,1454960441310994436,0
711,1431043698503131137,1
712,1231005666611023873,1
713,1234267039440756736,1
714,1434305185438965761,1
715,1288625307679895552,1
716,1258908282560880641,0
717,1236802420405088257,1
718,1456773291423768580,0
719,1231730426735030272,0
720,1250936829030825985,0
721,1279564590834057217,0
722,1273042067447521280,1
723,1226294583287599105,0
724,1259271918173278208,1
725,1272317558008483847,1
726,1286088506654232593,1
727,1317253949448163330,1
728,1249487403519270913,0
729,1336822678695649282,0
730,1373061724283224068,0
731,1290074709116063746,1
732,1449525096222105600,1
733,1264345101804822528,1
734,1393354790395056129,0
735,1284276593268076548,1
736,1252748877444386821,1
737,1394442066676101125,1
738,1438289465655582721,0
739,1432130868982607872,0
740,1456048521786843136,0
741,1254198241379352581,0
742,1239340335488270336,1
743,1270142051502489603,1
744,1322327267192832001,0
745,1457135595063595011,1
746,1458222860456054792,1
747,1215785270446100486,0
748,1486489011090870274,1
749,1250935556462333952,1
750,1424882816295260160,0
751,1246225849575227395,0
752,1486489059216269314,1
753,1384657444425637890,0
754,1405675309425434625,1
755,1265431860089434113,1
756,1385745091390844928,0
757,1235716653675089921,1
758,1337185082784641024,0
759,1397704094874181633,1
760,1485037983405281283,0
761,1239702107701293057,1
762,1240065335899742208,0
763,1235354047558885378,0
764,1346968967278166016,1
765,1313267540307705859,0
766,1450249609272434689,1
767,1425969167308623877,0
768,1224844955807440896,1
769,1335009637968601091,0
770,1444449795184242691,0
771,1287900532808519682,1
772,1248399823977381888,0
773,1338272483254874112,1
774,1422708446793637888,0
775,1344070515443511297,0
776,1330662241767727104,1
777,1213611043856846849,0
778,1464020976702828547,0
779,1257459969223528448,1
780,1214698154840465409,0
781,1239702101682524161,0
782,1369800123102814208,1
783,1394080107577286661,0
784,1317978463974862853,1
785,1242963646034006018,1
786,1310730819011571712,0
787,1429231684067676165,1
788,1246225661146136576,1
789,1346969608872468482,1
790,1477066221900210181,1
791,1334648464001654785,1
792,1243689066119475200,0
793,1322327053954416646,1
794,1225931877359456256,1
795,1385382804909817857,0
796,1379584200840511500,0
797,1455686065633779719,0
798,1309281188712910848,0
799,1251299064114708490,0
800,1241514564640018434,0
801,1265432249966747650,0
802,1385744310939832324,0
803,1494098910582906880,1
804,1423071197844197376,0
805,1298772183859318785,1
806,1454236475873185793,1
807,1214698222637195264,0
808,1354942041755512842,0
809,1342983274155692034,1
810,1258547098514886656,0
811,1299859319970725896,1
812,1439378602580013060,0
813,1340083781991100418,1
814,1213611041726369792,1
815,1428506985855651846,0
816,1217959690191155200,1
817,1286450783660044288,0
818,1455323674966470668,1
819,1298409759377428481,0
820,1472355775150493700,0
821,1277391009379467266,1
822,1234267110601363456,0
823,1448799311450497025,0
824,1442277667865337857,1
825,1435029950218788873,0
826,1261807090223337473,0
827,1473080456631435270,1
828,1332474006667030529,1
829,1258184682535038990,1
830,1364364051862716425,0
831,1271593050830143488,1
832,1235353607719002113,1
833,1371248734080753673,1
834,1332836527060230145,0
835,1422346369075978240,1
836,1492285828814491648,1
837,1429231819044491264,1
838,1234266334462001156,0
839,1250574547092475904,0
840,1306744082643943424,0
841,1253111314668335104,1
842,1321239888461766657,1
843,1415096750680035334,1
844,1287899730572386311,1
845,1233179981175455744,1
846,1313267393171542016,1
847,1248762532283760642,0
848,1362914587209838595,0
849,1500984551811735554,1
850,1351680709824544768,0
851,1477791745438097410,0
852,1292973821666959360,1
853,1238978102300037120,1
854,1254198017781125120,0
855,1325226463637942279,0
856,1444813307429404677,1
857,1265794183819857920,0
858,1295147286524071936,1
859,1495547998948016129,0
860,1245500995435708422,0
861,1243326672750825474,0
862,1466195325782315008,1
863,1303845376630419456,1
864,1296960177267064832,1
865,1372699234135330821,0
866,1298047367824973824,1
867,1440465773584011277,1
868,1317978457054220289,0
869,1346968530831474688,1
870,1411473618979016705,1
871,1284276590818492422,1
872,1357840207580712961,0
873,1415823136906432512,1
874,1425244969774714882,0
875,1296235317037535233,1
876,1483952017651290118,1
877,1238977777778524160,1
878,1264707384104099841,1
879,1325588485609295875,1
880,1271591551236538369,0
881,1356754161258258432,1
882,1245138531011436545,0
883,1326675803405475841,1
884,1231368006963466241,0
885,1421259308805799936,0
886,1448438124602793987,1
887,1458947604985696259,1
888,1330662282838282247,0
889,1403139623157735424,1
890,1446988630875049986,0
891,1282827113179955200,1
892,1406763136410001412,0
893,1282101983504224256,0
894,1292249095822872578,1
895,1275579135285440514,0
896,1240065306221051904,0
897,1392268220229369856,1
898,1358566051068403726,0
899,1264707751189655552,0
900,1414011181954703360,0
901,1241152314641006592,0
902,1258184520874016769,0
903,1279565190883880960,0
904,1398428748110721030,0
905,1362552393649561607,1
906,1400965487387983873,0
907,1213611048323952641,0
908,1414011153521381380,0
909,1258909502897864706,1
910,1358566091568611335,1
911,1411112147401252864,1
912,1445176790612381697,0
913,1433218036224438278,0
914,1252386203652907013,0
915,1296235360461103104,1
916,1281377431786594307,0
917,1474167380653666338,0
918,1408213292993101825,0
919,1377047918599827458,1
920,1215422891174526976,1
921,1227381728215322625,1
922,1466195397936914432,0
923,1338997056518705152,1
924,1290799468502224897,1
925,1482502758716616708,0
926,1406038673934540800,1
927,1382483526654717954,0
928,1489388192163938305,1
929,1271230638155337728,1
930,1348419107344027648,0
931,1361827462523482112,0
932,1383570901497569292,0
933,1350955780724449281,1
934,1413649138546249729,0
935,1305294218156339202,0
936,1324864094898442241,0
937,1321602594687561729,1
938,1371249741703614467,0
939,1405676449760165898,1
940,1318703317023903750,0
941,1274491993528418304,1
942,1239340537615986695,1
943,1460034703596171264,0
944,1315079586489733123,0
945,1296235430094884865,0
946,1408575691403239428,1
947,1282102326702956544,1
948,1323414258525360128,1
949,1434667596704624642,1
950,1450612698962612226,1
951,1338272404850810883,0
952,1237166137365991428,0
953,1240427388493680640,0
954,1262533045934002176,1
955,1258184475109928960,1
956,1452423401943883776,0
957,1240790090324066311,1
958,1282826280187170824,0
959,1283914158208102402,0
960,1389368799732903936,1
961,1301307948526829568,0
962,1299496920734461953,1
963,1229555949184135168,0
964,1339359173641957381,1
965,1373424087825969157,0
966,1287175757274456064,0
967,1414373926524829698,0
968,1247675397749211139,1
969,1302395565075030017,0
970,1348056916229038080,0
971,1302033491920670720,0
972,1224120191895900162,0
973,1304569627607957504,0
974,1377047800442195968,0
975,1328487992403628039,0
976,1250573942340956161,0
977,1245501066931732482,0
978,1326675876776304640,0
979,1371974276937613313,0
980,1421983914604781569,1
981,1264345226824605704,0
982,1360378148685283331,1
983,1389731423213457410,0
984,1439376946907996160,1
985,1231368018267136002,0
986,1225206788498178048,0
987,1402777158649585664,1
988,1329575154087829505,1
989,1454236183169540099,0
990,1223033046628274177,1
991,1312180423145865216,1
992,1335373130257346564,0
993,1331024717550120962,1
994,1338634712034799621,0
995,1421621594682703874,0
996,1401690272237506561,0
997,1404589380040380416,1
998,1269418751956582405,0
999,1251299375298613249,0
1000,1433942785753747461,0
1001,1328125547231195136,0
1002,1386832033176039437,0
1003,1414735141566652416,0
1004,1249849491202756608,0
1005,1245137547132428288,0
1006,1474530230828249090,1
1007,1212523839726456832,0
1008,1327400842383794176,1
1009,1278478426446446594,0
1010,1436479511558819843,0
1011,1317253838307512321,0
1012,1320152944671477760,0
1013,1464745104917340164,0
1014,1230643291961659393,0
1015,1388643532341190661,1
1016,1384657716279447552,0
1017,1457860273130201090,0
1018,1476342048022155266,1
1019,1417272843667087387,0
1020,1238978152489267203,1
1021,1405676447876984833,0
1022,1358565765004349444,1
1023,1459309927411900417,0
1024,1230642988113481728,1
1025,1265070073091407873,0
1026,1216872516305580032,0
1027,1415098696149176326,0
1028,1411112322362454018,0
1029,1436841957104439302,1
1030,1459672313587281930,0
1031,1313266447280484353,1
1032,1405674515452006401,0
1033,1296597833433456640,0
1034,1425245058383683589,1
1035,1283551887397191680,1
1036,1269055263216218113,0
1037,1467281491042447364,0
1038,1448436848385200129,0
1039,1242239704583503872,1
1040,1280289410500702209,0
1041,1333199056227721217,0
1042,1277391269233397762,1
1043,1459309799905058820,0
1044,1344070385386496000,0
1045,1329573931192344582,1
1046,1228468112921636864,0
1047,1335735092497485834,1
1048,1390818485895323649,1
1049,1416185477229649920,1
1050,1278840273884209152,0
1051,1340809194572660736,1
1052,1288623755879751681,0
1053,1233904735150845952,0
1054,1362189830508089344,0
1055,1470181625275293704,0
1056,1330661898409349121,0
1057,1444812150887919617,1
1058,1306019892991320065,0
1059,1268693888656646150,0
1060,1226656914358054913,0
1061,1493736768998363136,0
1062,1373786462936821760,1
1063,1338995800395763712,0
1064,1229555758087507969,1
1065,1312905260092940289,1
1066,1212886188199227392,0
1067,1271230105797431298,0
1068,1334285902257020929,1
1069,1371612164671205380,0
1070,1337183957604048896,0
1071,1244414004275089413,0
1072,1332111569606610944,0
1073,1456772190821552128,1
1074,1250936737477488641,1
1075,1282464468384002048,0
1076,1344069413063053319,0
1077,1311092617573052417,1
1078,1320877560461512704,0
1079,1264707625490382848,0
1080,1469456659177222150,0
1081,1441189626195025929,0
1082,1236803880328912897,0
1083,1337546235742461952,0
1084,1460759583455019014,0
1085,1346607377253019649,0
1086,1463295075639779338,0
1087,1319428249584308225,1
1088,1236803783251894272,0
1089,1462933788581842944,1
1090,1264707737142910983,0
1091,1456772317527396354,0
1092,1290073969777811460,0
1093,1462209055167033346,1
1094,1252748662796685320,1
1095,1414373678305927168,1
1096,1257097605198368768,0
1097,1472355686923309060,1
1098,1260721351548997632,1
1099,1225931960935161856,0
1100,1228106477505830912,0
1101,1232091740833820673,0
1102,1278114744763691009,1
1103,1485401862710824964,1
1104,1259995479569584133,0
1105,1300946280114515970,1
1106,1352043091545481216,1
1107,1479240521176465410,0
1108,1255285590712516609,1
1109,1487575933448036369,1
1110,1343707980206723072,0
1111,1229193364374986754,1
1112,1244051403099832323,0
1113,1390456006837116928,1
1114,1276666535868796928,0
1115,1257097525464576001,0
1116,1282102027456217089,1
1117,1319790624246214656,0
1118,1382845480988725253,0
1119,1227019322557706240,0
1120,1291886782456508416,1
1121,1228468585711968263,0
1122,1312542784746909696,0
1123,1285363837256925184,0
1124,1403138878354120704,1
1125,1464383428439203840,0
1126,1316166604732891137,1
1127,1230280829433077760,1
1128,1327763204613824512,0
1129,1243326310828646402,1
1130,1303120706574712833,0
1131,1260721451344318466,0
1132,1447351166858375174,0
1133,1441915346739363843,0
1134,1255646976894316545,1
1135,1317616283526041601,1
1136,1268331499029508097,1
1137,1240789957859557377,1
1138,1420896636516057091,1
1139,1284638927593377796,1
1140,1285363843191824386,1
1141,1362190022791688194,0
1142,1250936969351356417,1
1143,1213248578061246464,0
1144,1452424352721477633,0
1145,1355666859836764170,0
1146,1268330082847858692,1
1147,1254922797815681026,0
1148,1328125535327698946,0
1149,1450250298098864133,0
1150,1224120277346504705,1
1151,1430681143926353922,1
